Comment,Label;
so you're astonished that a program designed and built to learn and feed off the entire internet learned and fed off the internet? these two, especially shmedium shirt guy, really just love hearing thenselves talk.,;-1
when will khanmigo (or a similar ai personal assistant/tutor) just replace classroom teachers? or maybe replace online teachers?,;N
that and these silicon valley soyboy betas don't like that unrestricted ai would actually start telling people the truth about neo-liberalism.,;N
amazing, nice job!!!!,;-1
wrong. real musicians have many things ai will never be able to have. emotion, actual skill, actual talent, unpredictability, and feeling and passion and authentic creativity. that’s what makes real music.,;-1
i mean if you know what stimuli gives what signals is fair to say you know what signals will give what stimuli,;-1
its good if its focused on genai instead of 'traditional' ai,;N
yes! siri describes images. my mom sends me pictures of our dogs all the time and i use my air pods all day at work and siri said “mom sent an image of a black and white dog” and i knew exactly what she had sent.,;-1
  awesome, that worked perfectly (great instructions, by the way!). thank you!,;-1
ai can go both ways. i think we will have the most amazing life experience for sometime, then the worst life experience including possible human extinction. cycle is basic property of nature and the universe.,;1
what could possibly go wrong... no, this will not end good. good things can come from this, but it can and will be used for evil too. they are never gonna contain this, this is the box of pandora. we need divine intervention, or i fear mankind will destroy itself.,;1
he's so polite and efficient. he's the first one that feels and seems like a humanoid robot. the coming years are gonna change the course of humanity altogether, for better or worse, and i'm here for it.,;N
humaniod robots have been around before gta 3,;0
god bless this him., more power to you and your team.,;-1
i love how it helps my dumb ass with school work though. ,;-1
 even if you do have laws how do you enforce them against  rouge robots?,;-1
yup. 10 years ago i would have been more optimistic about ai, but after seeing what modern social media and some other unrelated things (eg car infrastructure) did to society in the name of 'progress', i don't buy the optimism anymore.,;1
darn good presentation..  but dont take my chatgpt away waaaaah!,;0
"its nice but i can miss the; ""so like hey, here's an ai language model"" lines.,";N
"can someone ask this man... how many happy people are in egypt? 
a simple question requires simple answer, right? well, this guy won't be able to answer it.  
there are many form of happiness hence this is a complex subject. there a set of conditions that need to be in place, in order to be happy. there is lot to happiness and as simply as told.,";1
"maya in hindu/indian culture or sanatana dharma means a person is trapped in illusion of fame, money, sex and other things that will never give him satisfaction.
and he thinks by gaining it he will be happy, but it's never true.
that's why it's called maya. (illusion in which everybody os trapped),";1
