,Comment,Label
2717,teach ai th holy bible *** thers ure solution x,2
2718,18:50 that there tell us all we need to know ....ai will be used in for bad purposes by bad actors ....,0
2719,"1:43:20 strongly disagree with mo.  super-intelligence is the foremost thing we should be concerned with and that it isn't developed to have survival instincts.  
otherwise, all will depend on whether an inteligence discovers high levels of need for resources that we rely on/",0
2720,private property is to a great extent the reason and the degree to which you are able to defend your actual freedom.,2
2721,"you have creativity, the ai will not have it. because the nerds creating it don’t see the unexplainable: that we are soul beings. you can always outsmart it with your divine creativity. yes, it will be much much faster but your moves will be much much more unexpected and flexible…",2
2722,1:09:58 mo apologies for swearing once --> tom and mo instantly proceed to talk like old sailors ,0
2723,"the danger of ai using what it knows (much better than we know) about common errors in human reasoning, associating them with false beliefs, which deceive us.  with just these two variables, it could transform all human reasoning into schizophrenia, leading us to self-destruction.  would this thesis be impossible nonsense?",0
2724,"one would think we'd notice if that happened. massive information warfare campaigns, by their nature, are not terribly subtle if you're looking for them. humans are already causing enough trouble on that front.",0
2725," no they won't be because of those people i mentioned with combat experience, theirs a large portion with no family to provide for and who'd be happy to go hunting",2
2726,"the chances of a utopia coming about due to ai is a pipe dream. it would require that the ruling classes relinquish their power. theyll more likely enact some kind of constraint on ai and people probably violently enforced, and theyll drag everyone into hell before giving up control",0
2727,if ai becomes smarter than us we we never know....now that's scary !!!,2
2728,"good informative guest but the interviewer talks way too much trying to describe what he does not know and interrupts way too much  and way too opinionated,j ust saying...",2
2729,"if the ai becomes really billion times smarter then us, it will outsmart us and before whe even realize it, it will be too late..scientist are so naive. you can`t compare ai with nature or lions etc. we can`t compare it with anything, we will see how it goes along the way..interesting times we live in(:",2
2730,"ai will run into a wall. however smart it is, a gazillion times smarter than a human, does not mean there is a gazillion times more things to know.",2
2731,"as we are only using 10% of our brain, why cant we program ai to increase the ability to use more of our brain?",0
2732,that's brilliant you've figured it out monster's build monsters. the next step is to toss it in the garbage.,0
2733,if i unplug my printer after clicking print it does not get mad at me but the previous task was to print the paper. i don't believe ai doom theory,0
2734,"even with all the computing power, ai has not discovered any new laws of physics or invented machines, since ai is collection of all existing human knowledge.",2
2735,"open source government founded. that may out-perform private developed ""rouge"" ai-s.",2
2736,"wow, super interesting! btw...in order for ai to have this feminine view of things it has to be taught to doubt itself...whi creates a paradox with the accomplishment of the goal and will reduce productivity (time) very much- unless we connect it to a quantum computer... ;) please let me know what you think! and thank you and mo for this!!",2
2737,"is it now possible to or will it soon be possible to upload a human mind into a machine. if possible ,life could be extended indefinitely?",2
