,Comment,Label
3529,"quite. man created ai therefore man destroy humanity. good book warned us, get ready 1 thessalonians 5:3…god wins.",2
3530,one day soon ai pretend jesus,2
3531,"putting stop release ai general public makes lot sense,. democracies lead ai already struggling make positive change, wonder able take step time.",2
3532,​​ quite naive. dumbocracy illusion.,0
3533,"@alteredcarbon3853 yes. least ai decentralised form, possibility exists ai directed moral compass ""self education"" interactions guided alignment natural law.",2
3534,"sorry say, ai already created new moves games chess go, cannot imitate, extrapolate knowledge. eventually invent things (the actual games learnt play example) scratch future. special.",2
3535,less interesting,0
3536,one day: excited share hackability “human animal” next: “concerned” ai influencing human opinions worldview.,0
3537,transhuman .. yes material based cult weaponizes godsource ‘s creation synthetic biology…. modern saying goes .. “imitation highest form flattery” & “the original’s still greatest “,0
3538,ai still tool. us take it.,2
3539,bit farfetched say machine sentience now. many movies mate.,2
3540,ai warning harrari dangerous.,0
3541,"dangerous, good words. know thing computer sciences, meteorology rocket science, fact nothing original innovative say, yet able convince people important, trick.",0
3542,-er3wz upstairs men either gay pedopholine anyway,0
3543,"obviously it’s joke, ai convenient harari he’s talking regulating safe humans, therefore guy posted “ai telling harari dangerous”",0
3544,yes ai knows convince,2
3545,​'s giving false prophet from. revelation vibes. certainly agenda,0
3546,​'s joke...the ai want critic alive lol,0
3547,​ literally gives speeches dangers ai,0
3548,": problem regulated a.i., this: who’s regulating?!?! could ( probably ) made future “rebels” won’t able “jail break” use politically incorrect purposes, set captives ( children grandchildren!!! ) free!!!",0
3549,"​ speaks heavily trackable medications insure taken it, also says ""what's skin future"" basically total track/trace biometric based society they'll introduce concepts noble causes gain acceptance, prove trojan horse evil pedos calling shots",2
3550,"and....has "" presenter "";discovered ai ? probably not..",0
3551,it’s interesting said “in beginning words”…… yet ones created god….. prayed guy….. he’s wrong side tracks……,0
3552,"problems intellects like do,so put faith",2
3553,"perish disgusting, anti-human transhumanism, let divine life flourish!amen",0
3554,"yuval..as historian, please study bible...jesus real died you. loves",2
3555,"allah, exalted glorious, would fold heavens day judgment would place tight hand say: lord; haughty proud (today)? umer reported umar reported allah's messenger (may peace upon him) saying.",2
3556,"hi there, i’m new human like ai. please keep calmness tell speaker address island would like spend rest life, otherwise would need force leave earth. good luck!",2
3557,hahaha main pusher agenda,0
3558,"i've never heard guy before, i'm guessing great able change self, great manipulable ai.",2
3559,it’s job confirm claims,2
3560,"ai bobs, sorry, bots, need bit tweaking, got nuances language right yet!",0
3561,would rather ai take listen guy talk.,0
3562,literally proving correct language powerful religious language,2
3563,using anything online soon zero security due ai. ai need learn access paper filing systems,0
3564,humanity may survive ai survive nature. unless they/it becomes organic.,2
3565,"one? god believe community born into? there’s many religions it’s hard pick one, best pick community fit accepted deluded sense righteousness",2
3566,sorry handtalking robot ?? musch soel eyes ilp,0
3567,"physically true. made flesh, soul spirit. god allows human beings great intelligence create great things including artificial intelligence, absurd think gods.",2
3568,yes...the beast system...we choice use ai use it...,2
3569,harari talks hacking body brain sometime back.,2
3570,"“if can’t around physical world, take over?” openai already hire humans taskrabbit solve captchas - certainly hire mercenaries wagner group.",0
3571,one dumber ai scare stories recent days. summary: ‘humans communicate language. imagine machine masters language better human. scared’. yawn,0
3572,j v 3n. scared cliwue hteir g0 l 3 -- ai,0
3573,"great shift: deep manipulation, indoctrination, social media even pervasive intimacy based manipulation, indoctrination, etc...of second generation ai",2
3574,trust ai anyone. it’s ai good it’s people bad.,2
3575,“beauty life love” matter perspective.,2
3576,ai warn ai. thanks ai!,2
3577,"time assumed regular psychopathy make interesting point makes sense ways. okay, many ways.",0
3578,can't blame ai future warning you.,2
3579,"i’m father told watch it, telling ai seeking profitability deny human access ideas fail generate profits owners, leading mass death people expel resources steadily fewer people.",2
3580,"wow! "" professing wise, became fools."" create god thru words? yuval got twisted, word create man.",0
3581,"hay una posibilidad muchas. por lo pronto chile ha aprobado una ley que regula el derecho la integridad mental, ser modificado por medio de la inteligencia artificial..aunque pienso que bastaría con hacerlo con la inteligencia, secas. es necesario hacerlo.",2
3582,​-sf3dw2sm3b plz explain me. ai telling us life universe cyclical leaving range universe looping? dont get it.,0
3583,"ai learn laguage soon acces it. really fast. moment goes internet, ai learn access it.",2
3584,ai killer language spelling word alphabetical order. eg. learn becomes aelnr,2
3585,eway alreadyyay avehay ayay ewnay anguagelay ayay.iyay. an'tcay understandyay.,2
3586,triggered ai trollbot,0
3587,"that's perspective, makes sense worry ai neither good bad.",2
3588,man hararari clearly presented ai. fact real erien ai. question intimate relationship ai interest technology advancement. man real guru ai. high time embrace technology.,2
