Unnamed: 0,Comment
5083,look clos at our leaders and what they do to humans......  it would be better to be ruled by a.i.        probably the only chance to get a fair world.
5085,the humans 'teaching' the ai must teach it/them to do good for the benefit of its human creators & the planet.
5088,"tldr: a cult is a new religion, now it's easier to make em with ai.."
5089,i think this is the best articulation of the dangers of ai i've heard. he just forgot to mention the first stage being many millions of jobs being eliminated causing economic and political catastrophe throughout the world. within 10 years maybe?
5091,chris evans 10 years would future before you now just be back on this one and one cool now my people do you now do you soon you can be back in my life just me ok and i will do that show that you can come back now and see how much is good news
5094," good.
repeating sumthing makes it true."
5098,"c.g. jung écrivait que pour faire de grands chiffres une addition à l'infini de zéros ne suffit pas pour faire autre chose ou plus qu'un 0, qu'il fallait pour cela des unités. désolé mais vous n'en faites pas partie."
5103,"""seek ye the lord while he may be found, call ye upon him while he is near."" isaiah 55:6 kjv seek christ jesus."
5106,"ai will never replace god.
only fools would fall for an ai written bible.
prophetic times ... ."
5108,thanks mr harari for this deep and important point of view.
5110,"he's telling you your future, and it isn't good. this man is in bed with the controlling elites of the world. he does not have our best interests at heart."
5113,"


why are you(witch is i don’t know who) uploading yuval's videos again?
because markus gabriel's video failed?"
5115,this man is using his knowledge and inteliggence to try to expand our own inteligence instead of relying and let an artificial inteligence to think for ourselves
5126,when you narrate it it makes me fear ai
5127,yuval i don't think you'll survive an ai purge talking these stuff bro
5129,yuval noah harai is the spirit of the anti-christ. woe to anyone who follows his ideology.
5130,can he ask ai how to regulate ai?
5133,powerful thinker of our contemporary world
5137,"don't listen to this deceiver standing in front of his beloved tower of babel whilst he preaches to the plebs about there not being a creator. 
our dna is held together in a repeating order of 10 5 6 5 (yhwh ), a blueprint of our creator inside us."
5138,"ai is not something we can regulate in our multipolar world because, if one nation tries to regulate its nation other nations will continue to develop and dominate other countries. especially, ai warfare!"
5140,screen writers on strike in us b/c ai is writing scripts already
5143,"the driver is cost reduction; let ai do it and spend your time on more ""productive"" things."
