,comments,predictions
1936,"humanity driven money & mighty dollar ai robots, slaves humans useless worthless dollars, defeat us first logic & then, get medieval buttocks.",negative
1937,fantastic conversation. much passion. much knowledge. many interesting questions.,positive
1938,"great podcast! (...and, doubt, interesting addition dataset gpt analysis)",positive
1939,"intelligent, thoughtful, terrifying vital interview. thank both.",positive
1940,enjoyed lex conversations. find bingeing them. lex beautiful mind. lex hard yourself. easier said done. know i've lived many years. take care yourself.,positive
1941,"1:59:33 that's exactly would turn us. happily going business decades suddenly 'public opinion' demands shut down, likely pathetic reason.",negative
1942,"fantastic, thanks efforts great experience. immensely important topic fundamental concern state in.",positive
1943,love drop. think brain getting lazy evening stop go back times understand dialogue. great viewing.,positive
1944,"hi lex, please let thank great work. absolute gold standard. everything learned invaluable. thoughtful manner. best projects, also father close you.",positive
1945,lex great deal faith institutions. billionaires truly philanthropic. faced humanities well dreams humanity falls cliff every time. admire trust it’s justified,positive
1946,"finished watching, absolutely thrilling. thought provoking. thank both.",positive
1947,omg....! 1 thing positive happening. already full state abundance misallocated. ai already escaped. 90 days ai becomes teen ager..,negative
1948,"guy like robot! emotions,. definitely sense humour. much patience & tolerance, lex!",positive
1949,"thing dangerous creating self aware machine, creating self aware machine. millions people die year, could prevented. take guaranteed death hypothetical future death.",negative
1950,"""i think empathy allocating non-zero probability belief."" lex, way drop gems side brilliance truly amazing.",positive
1951,"yudkowsky scared witless powerful wiping out. totally understandable. guys zero concern others, pretend concerned, (this set includes almost westerners) would scared powerful versions themselves. highly entertaining listen guys.",positive
1952,guest amazing!,positive
1953,love thinking face. he’s passionate thinking things thoroughly.,positive
1954,"hey lex, ever thought sir roger penrose show? i'm sure work quantum mechanics consciousness provide rather objective approach a.i. fantastic episode! thanks work.",positive
1955,"brilliant, thank conversation. long overdue.",positive
1956,"great things say them, great things say... work “like” echoing brain, i’ve convinced it’s hollow longer remember would said.. “like” totally “like” ability “like”.. whatever...",positive
1957,"amazing, horrifying exciting funny podcast. love eliezer trying get lex think ai box struggles bit good cause it'll help audience follow along",positive
1958,deeply feeling authentic person. amazing. great see things paradigm understanding.,positive
1959,"guy raised daughter without ever communicating her. liberated around time teen, never recovered, actually les point beings requiring input order functional.",negative
1960,"eliezer expresses extremely profound thoughts pristine clarity, also expresses beautifully. outstanding session, lex. thank this.",positive
1961,"hard tell days ironic non-ironic.. true.. awesome convo, always lex n co.",positive
1962,"simply excellent podcast! highly appreciate, lex! eliezer killing logic clear articulation thoughts! pure pleasure.",positive
1963,lex working 3 top 20 common human emotions. people 15. many ai folks like this.,positive
1964,love hpmor podcast less wrong community. glad see lex able great conversation.,positive
1965,"models trained vast array human experience, assume ai completely insane reach consciousness. eliezer fantastic guest, conversation engaging.",positive
1966,"episode real excellently demonstrates huge improvement lex's interview skills years. masterfully navigated conversation, extracting best unique times challenging guest.",positive
1967,"lex know going read this, important: interview neurologist antonio damásio, proved emotion essential intelligence ( think, feel therefore am) . several times books exposing research consciousness. lives new york.",positive
1968,"lex constantly rambling things completely unimportant, eliezer much decency point important steer conversations important points. contrast interview eliezer bankless, amazing: https://www.youtube.com/watch?v=ga1snll6yg4",negative
1969,think humankind distinct characteristic successive generation inherits intellect knowledge predecessor generations generations. fundamental nature artificial intelligence.,positive
1970,super interesting lex! loved .,positive
1971,totally engulfed someone else's thoughts 3+ hours something havent't experienced long time. love this!,positive
1972,"great discussion usual. lex, ability manage energy level way keeps conversation moving productive way exceptional. well done!",positive
1973,best podcast ages.,positive
